Tipo esercizio storico pubblico esercizio;Insegna;Indirizzo;Tipo via;Nome via;Civico;Codice via;ZD;Forma commercio;Forma commercio precedente;Forma vendita;Settore storico pubblico esercizio;Superficie somministrazione;Tipo_macro;Forma vendita_filled;is_outlier_superficie
bar caffè;il baretto bar tav.fredda;"via michelino da besozzo n. 10 ; isolato:299; accesso: accesso esterno; (z.d. 8)";via;michelino da besozzo;10;7263;8;solo somministrazione;somministrazione;misto;"bar caffè;tavola fredda;bar gastronomici e simili;genere merceol.autorizz.sanit.;bar caffè e simili";30.0;BAR;misto;False
bar caffè;il bar tab.valori bollati;"via manuzio aldo n. 6 ; isolato:126; accesso: accesso esterno; (z.d. 2)";via;manuzio aldo;6;2114;2;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;cibi cotti preconfezionati;bar gastronomici e simili;bar caffè";84.0;BAR;misto;False
bar caffè;il birillo;"via spartaco n. 2 ; isolato:069; accesso: accesso esterno; (z.d. 4)";via;spartaco;2;3186;4;somministrazione/minuto;somministrazione;misto;"tavola fredda;bocce;carte;biliardo;bar caffè;cibi cotti preconfezionati;bar gastronomici e simili";64.0;BAR;misto;False
bar caffè;il blu di camaiore;"via solferino n. 48 ; isolato:170; accesso: accesso esterno; (z.d. 1)";via;solferino;48;1028;1;solo somministrazione;somministrazione;misto;tavola fredda;119.0;GASTRONOMIA;misto;False
bar caffè;il buongustaio bar tratto;"pza emilia n. 9 ; isolato:041; accesso: accesso esterno; (z.d. 4)";pza;emilia;9;3113;4;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;bar caffè e simili;ristorante;bar caffè;ristorante, trattoria, osteria";43.0;RISTORANTE;al tavolo;False
bar caffè;il caffe;"via san barnaba n. 39 ; isolato:109; accesso: accesso esterno; (z.d. 1)";via;san barnaba;39;3010;1;solo somministrazione;somministrazione;misto;"bar caffè;bar caffè e simili;genere merceol.autorizz.sanit.;prodotti di gastronomia;bar gastronomici e simili;tavola fredda";71.0;BAR;misto;False
bar caffè;il caffe  della via;"via astesani alessandro n. 23 ; isolato:100; accesso: accesso esterno; (z.d. 9)";via;astesani alessandro;23;1558;9;solo somministrazione;somministrazione;al banco;"tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè";42.0;BAR;al banco;False
bar caffè;il caffe  di dergano;"pza dergano n. 9 ; isolato:057; accesso: accesso esterno; (z.d. 9)";pza;dergano;9;1500;9;somministrazione/minuto;minuto;misto;"bar caffè;prodotti di gastronomia;genere merceol.autorizz.sanit.;elettr.automatici meccaniche;bar gastronomici e simili;bar caffè e simili;lett. giochi leciti + societa'";48.0;BAR;misto;False
bar caffè;il caffe  di via vivaio;"via vivaio n. 20 ; isolato:024; accesso: accesso esterno; (z.d. 1)";via;vivaio;20;3041;1;solo somministrazione;somministrazione;misto;bar gastronomici e simili;57.0;BAR;misto;False
bar caffè;il cafferaio mokito;"pza cartagine n. 4 ; isolato:069; accesso: accesso esterno; (z.d. 4)";pza;cartagine;4;3327;4;solo somministrazione;somministrazione;al banco;"bar caffè;giochi legge 388/2000;genere merceol.autorizz.sanit.;tavola fredda";65.0;BAR;al banco;False
bar caffè;il cafferino;"via paisiello giovanni n. 28 ; isolato:066; accesso: accesso esterno; (z.d. 3)";via;paisiello giovanni;28;2245;3;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar gastronomici e simili;prodotti di gastronomia;bar gastronomici e simili;bar caffè";45.0;BAR;al banco;False
bar caffè;il chicco;"via washington giorgio n. 82 ; isolato:303; accesso: accesso esterno; (z.d. 6)";via;washington giorgio;82;6111;6;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar caffè e simili;bar caffè";23.0;BAR;al banco;False
bar caffè;il cielo;"cso colombo cristoforo n. 4 ; isolato:048; accesso: accesso esterno; (z.d. 6)";cso;colombo cristoforo;4;5114;6;solo somministrazione;somministrazione;al banco;"bar caffè;prodotti di gastronomia;tavola fredda;bar gastronomici e simili;genere merceol.autorizz.sanit.";120.0;BAR;al banco;False
bar caffè;il cigno d oro;"via carlone carlo antonio n. 8 ; isolato:208; accesso: accesso esterno; (z.d. 7)";via;carlone carlo antonio;8;6846;7;solo somministrazione;somministrazione;misto;"bar caffè;genere merceol.autorizz.sanit.;bar caffè e simili";22.0;BAR;misto;False
bar caffè;il confessionale;"via binda ambrogio n. 19 ; isolato:018; accesso: accesso esterno; (z.d. 6)";via;binda ambrogio;19;5298;6;solo somministrazione;somministrazione;misto;"ristorante;ristorante, trattoria, osteria;bar caffè;genere merceol.autorizz.sanit.;pizzeria";337.0;RISTORANTE;misto;False
bar caffè;il e gio bio bar;"via appiani andrea n. 9 ; isolato:088; accesso: accesso esterno; (z.d. 1)";via;appiani andrea;9;1050;1;solo somministrazione;somministrazione;al banco;"bar caffè;tavola fredda;genere merceol.autorizz.sanit.;cibi cotti preconfezionati";42.0;BAR;al banco;False
bar caffè;il faro;"vle famagosta n. 42 ; isolato:077; accesso: accesso esterno; (z.d. 6)";vle;famagosta;42;5353;6;solo somministrazione;somministrazione;misto;"tavola fredda;bar gastronomici e simili;bar caffè;genere merceol.autorizz.sanit.";44.0;BAR;misto;False
bar caffè;il fiore;"pza ospedale maggiore n. 6 ; isolato:119; accesso: accesso esterno; (z.d. 9)";pza;ospedale maggiore;6;1523;9;solo somministrazione;somministrazione;al banco;"bar caffè e simili;ristorante;bar caffè;ristorante, trattoria, osteria;pizzeria;tav.calde,self service,fast f.;pizzerie e simili;genere merceol.autorizz.sanit.";224.0;RISTORANTE;al banco;False
bar caffè;il gabbiano;"via foscolo ugo n. 3 ;via foscolo ugo 003; isolato:471; accesso: accesso esterno; (z.d. 1)";via;foscolo ugo;3;205;1;solo somministrazione;somministrazione;al banco;"bar caffè;tavola fredda;bar pasticc.gelat.crem.creper.;bar caffè e simili;prodotti di gastronomia;gelateria";118.0;BAR;al banco;False
bar caffè;il gabbiano-caffe;"via meda giuseppe n. 38 ; isolato:001; accesso: accesso esterno; (z.d. 5)";via;meda giuseppe;38;5242;5;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè;prodotti di gastronomia;genere merceol.autorizz.sanit.";48.0;BAR;al banco;False
bar caffè;il gatto e la volpe;"via castel morrone n. 19 ; isolato:160; accesso: accesso esterno; (z.d. 3)";via;castel morrone;19;3185;3;solo somministrazione;somministrazione;al tavolo;"bar gastronomici e simili;bar caffè e simili;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;bar caffè";69.0;RISTORANTE;al tavolo;False
bar caffè;il gatto e la volpe;"via washington giorgio n. 57 ; isolato:287; accesso: accesso esterno; (z.d. 7)";via;washington giorgio;57;6111;7;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda;bar caffè;genere merceol.autorizz.sanit.";37.0;BAR;al banco;False
bar caffè;il gatto  e  la volpe;"via bizzoni achille n. 7 ; isolato:101; accesso: accesso esterno; (z.d. 2)";via;bizzoni achille;7;1359;2;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar caffè;tavola fredda;bar caffè e simili;tav.calde,self service,fast f.";93.0;BAR;al banco;False
bar caffè;il giardino di giulia;"via somalia n. 1 ; isolato:232; accesso: accesso esterno; (z.d. 8)";via;somalia;1;7436;8;solo somministrazione;somministrazione;misto;"tavola calda;bar gastronomici e simili;bar caffè;tavola fredda";56.0;BAR;misto;False
bar caffè;il girasole;"ple velasquez diego n. 9 ; isolato:291; accesso: accesso esterno; (z.d. 7)";ple;velasquez diego;9;6595;7;solo somministrazione;somministrazione;al banco;"bar caffè;genere merceol.autorizz.sanit.;bar caffè e simili;prodotti di gastronomia";74.0;BAR;al banco;False
bar caffè;il grillo;"via padova n. 228 ; isolato:232; accesso: accesso esterno; (z.d. 2)";via;padova;228;2275;2;solo somministrazione;somministrazione;misto;"bar caffè e simili;genere merceol.autorizz.sanit.;ristorante;bar caffè;ristorante, trattoria, osteria";85.0;RISTORANTE;misto;False
bar caffè;illi bar;"cso buenos aires n. 90 ; isolato:008; accesso: accesso esterno; (z.d. 3)";cso;buenos aires;90;2129;3;somministrazione/minuto;somministrazione;al banco;"prodotti di gastronomia;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè";47.0;BAR;al banco;False
bar caffè;illy caffe;"via rossi pellegrino n. 91 ; isolato:153; accesso: accesso esterno; (z.d. 9)";via;rossi pellegrino;91;1510;9;solo somministrazione;somministrazione;misto;"bar caffè;bar caffè e simili;tavola fredda;genere merceol.autorizz.sanit.";37.0;BAR;misto;False
bar caffè;illy caffe;"via santa rita da cascia n. 35 ; isolato:042; accesso: accesso esterno; (z.d. 6)";via;santa rita da cascia;35;5301;6;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar caffè;tavola fredda;bar pasticc.gelat.crem.creper.";30.0;BAR;al banco;False
bar caffè;il masaccio;"via masaccio n. 18 ; isolato:207; accesso: accesso esterno; (z.d. 8)";via;masaccio;18;6420;8;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;cibi cotti preconfezionati;bar gastronomici e simili;tavola fredda;bar caffè";176.0;BAR;misto;False
bar caffè;il nido del cuculo;"via betti ugo num.044/b /b; isolato:050; accesso: accesso esterno; (z.d. 8)";via;betti ugo;44;7517;8;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè;tavola fredda";142.0;BAR;al banco;False
bar caffè;il panino del conte;"via dei bossi n. 7 ;via dei bossi 007; isolato:378; accesso: accesso esterno; (z.d. 1)";via;dei bossi;7;115;1;solo somministrazione;somministrazione;al banco;"bar caffè;genere merceol.autorizz.sanit.;bar gastronomici e simili;prodotti di gastronomia";66.0;BAR;al banco;False
bar caffè;il pascia;"via maniago n. 17 ; isolato:094; accesso: accesso esterno; (z.d. 3)";via;maniago;17;2656;3;solo somministrazione;somministrazione;al tavolo;"genere merceol.autorizz.sanit.;bar caffè;bar caffè e simili;cibi cotti preconfezionati;bar gastronomici e simili";89.0;BAR;al tavolo;False
bar caffè;il patuscino;"via madonnina n. 21 ;via madonnina 021; isolato:306; accesso: accesso esterno; (z.d. 1)";via;madonnina;21;134;1;solo somministrazione;somministrazione;misto;"bar caffè;genere merceol.autorizz.sanit.;disco-piano-americ.bar serali";40.0;BAR;misto;False
bar caffè;il peccato di gola;"via bergamo n. 5 ; isolato:093; accesso: accesso esterno; (z.d. 4)";via;bergamo;5;3189;4;solo somministrazione;somministrazione;misto;"bar caffè;genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda";73.0;BAR;misto;False
bar caffè;il piccolo bar;"via ronchi n. 13 ; isolato:092; accesso: accesso esterno; (z.d. 3)";via;ronchi;13;2655;3;solo somministrazione;somministrazione;misto;"bar gastronomici e simili;prodotti di gastronomia;bar caffè;genere merceol.autorizz.sanit.";43.0;BAR;misto;False
bar caffè;il piccolo padre;"via cenisio n. 54 ; isolato:011; accesso: accesso esterno; (z.d. 8)";via;cenisio;54;7184;8;solo somministrazione;somministrazione;misto;"ristorante, trattoria, osteria;ristorante;genere merceol.autorizz.sanit.;pizzeria;bar caffè";80.0;RISTORANTE;misto;False
bar caffè;il portico;"pza greco n. 10 ; isolato:069; accesso: accesso esterno; (z.d. 2)";pza;greco;10;1417;2;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar caffè e simili;tavola fredda;bar caffè";31.0;BAR;al banco;False
bar caffè;il pozzo di bach;"vle legioni romane n. 55 ; isolato:168; accesso: accesso esterno; (z.d. 6)";vle;legioni romane;55;6649;6;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè e simili;cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar caffè;tavola fredda";41.0;BAR;al banco;False
bar caffè;il punto d incontro bar;"via settembrini luigi n. 33 ; isolato:040; accesso: accesso esterno; (z.d. 2)";via;settembrini luigi;33;2127;2;solo somministrazione;somministrazione;misto;"tavola fredda;genere merceol.autorizz.sanit.;bar caffè;prodotti di gastronomia";71.0;BAR;misto;False
bar caffè;il re del panino;"via marcona n. 90 ; isolato:251; accesso: accesso esterno; (z.d. 4)";via;marcona;90;3080;4;solo somministrazione;somministrazione;al banco;"bar caffè;bar gastronomici e simili;genere merceol.autorizz.sanit.";16.0;BAR;al banco;False
bar caffè;il salottino;"cso lodi n. 2 ; isolato:191; accesso: accesso esterno; (z.d. 5)";cso;lodi;2;4068;5;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;genere merceol.autorizz.sanit.;bar caffè;tavola fredda";52.0;BAR;al banco;False
bar caffè;il salotto bar caffe;"via capponi pier luigi n. 4 ; isolato:199; accesso: accesso esterno; (z.d. 7)";via;capponi pier luigi;4;6249;7;solo somministrazione;somministrazione;al banco;"prodotti di gastronomia;genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;bar caffè";36.0;BAR;al banco;False
bar caffè;il salotto del biliardo;"via montegani lodovico n. 6 ; isolato:021; accesso: accesso esterno; (z.d. 5)";via;montegani lodovico;6;5330;5;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;prodotti di gastronomia;bar caffè e simili;bar caffè";217.0;BAR;misto;False
bar caffè;il tabaccaio via del turc;"via del turchino n. 21 ; isolato:108; accesso: accesso esterno; (z.d. 4)";via;del turchino;21;3337;4;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;bar caffè e simili;bar caffè;prodotti di gastronomia";85.0;BAR;misto;False
bar caffè;il tabaccaio v.solferino;"via solferino n. 18 ; isolato:247; accesso: accesso esterno; (z.d. 1)";via;solferino;18;1028;1;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;tavola fredda;bar caffè e simili;bar caffè";15.0;BAR;al banco;False
bar caffè;il veliero;"cso ventidue marzo n. 48 ; isolato:263; accesso: accesso esterno; (z.d. 4)";cso;ventidue marzo;48;3074;4;solo somministrazione;somministrazione;misto;"cibi cotti preconfezionati;bar gastronomici e simili;bar caffè;bar caffè e simili;genere merceol.autorizz.sanit.";61.0;BAR;misto;False
bar caffè;il volo;"vle bligny n. 39 con ingr.beatrice d'este ang.p; isolato:091; accesso: accesso esterno; (z.d. 5)";vle;bligny;39;4045;5;solo somministrazione;somministrazione;misto;"trattoria;disco-piano-americ.bar serali;bar caffè;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria";207.0;RISTORANTE;misto;False
bar caffè;in bocca al lupo;"via archimede n. 83 ; isolato:022; accesso: accesso esterno; (z.d. 4)";via;archimede;83;3086;4;solo somministrazione;somministrazione;al banco;"bar caffè;genere merceol.autorizz.sanit.;tavola fredda";22.0;BAR;al banco;False
bar caffè;incognito cafe;"via farini carlo n. 27 con ingresso da via valtellina; isolato:253; accesso: accesso esterno; (z.d. 9)";via;farini carlo;27;1114;9;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;bar caffè;tavola fredda;tav.calde,self service,fast f.;tavola calda;bar gastronomici e simili;bar caffè e simili";99.0;BAR;misto;False
bar caffè;indiana post;"via casale n. 7 ; isolato:051; accesso: accesso esterno; (z.d. 6)";via;casale;7;5118;6;solo somministrazione;somministrazione;al banco;"bar caffè;cibi cotti;wine,birr.,pub enot.,caff.,the;tavola fredda;genere merceol.autorizz.sanit.";163.0;BAR;al banco;False
bar caffè;int.caffe  moda durini;"via cerva n. 9 int.cen.vend.generi abbigliam.;via durini 014; isolato:318; accesso: accesso interno; (z.d. 1)";via;cerva;9;314;1;solo somministrazione;somministrazione;misto;"tavola fredda;bar caffè";84.0;BAR;misto;False
bar caffè;int. librer.feltrinelli;"pza piemonte num.002/4 /4; accesso: accesso esterno; (z.d. 7)";pza;piemonte;2;6254;7;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;tavola fredda;cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar caffè";119.0;BAR;al banco;False
bar caffè;in vino veritas;"cso san gottardo n. 2 ; isolato:052; accesso: accesso esterno; (z.d. 5)";cso;san gottardo;2;5203;5;solo somministrazione;somministrazione;al banco;"bar pasticc.gelat.crem.creper.;genere merceol.autorizz.sanit.;tavola fredda;bar gastronomici e simili;bar caffè";59.0;BAR;al banco;False
bar caffè;ioker bar;"via marcello benedetto n. 32 ; isolato:043; accesso: accesso esterno; (z.d. 3)";via;marcello benedetto;32;2128;3;solo somministrazione;somministrazione;al banco;"tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè";53.0;BAR;al banco;False
bar caffè;irish pub;"vle corsica n. 12 ; isolato:265; accesso: accesso esterno; (z.d. 4)";vle;corsica;12;3262;4;solo somministrazione;somministrazione;al banco;"bar caffè;genere merceol.autorizz.sanit.;prodotti di gastronomia;tavola fredda;giochi legge 388/2000";75.0;BAR;al banco;False
bar caffè;irish pub budineria;"via della chiesa rossa n. 53 ; isolato:042; accesso: accesso esterno; (z.d. 5)";via;della chiesa rossa;53;5321;5;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;tavola calda;bar caffè";100.0;BAR;misto;False
bar caffè;irish pub teen whistle;"via lodovico il moro n. 55 ; isolato:016; accesso: accesso esterno; (z.d. 6)";via;lodovico il moro;55;5290;6;solo somministrazione;somministrazione;misto;"bar gastronomici e simili;bar caffè;prodotti di gastronomia;genere merceol.autorizz.sanit.";57.0;BAR;misto;False
bar caffè;isla do cafe;"via tolmezzo n. 5 ; isolato:050; accesso: accesso esterno; (z.d. 3)";via;tolmezzo;5;2392;3;somministrazione/minuto;somministrazione;misto;"elettr.automatici meccaniche;bar gastronomici e simili;prodotti di gastronomia;bar caffè;genere merceol.autorizz.sanit.;bar caffè e simili";59.0;BAR;misto;False
bar caffè;ittolottos;"via olgiati francesco n. 25 ; isolato:040; accesso: accesso esterno; (z.d. 6)";via;olgiati francesco;25;5319;6;solo somministrazione;somministrazione;misto;"bar gastronomici e simili;genere merceol.autorizz.sanit.;tavola calda;giochi legge 388/2000;bar caffè;tav.calde,self service,fast f.";176.0;BAR;misto;False
